regime,job_tag,holdout,channel,snr_db,method,repeats,BER_mean,BER_std,BLER_mean,BLER_std,SER_no_denoise_mean,SER_no_denoise_std,SER_after_mean,SER_after_std,SNR_before_dB_mean,SNR_before_dB_std,SNR_after_dB_mean,SNR_after_dB_std,SNR_gain_dB_mean,SNR_gain_dB_std,us_per_frame_mean,us_per_frame_std
matched,MATCHED_AWGN,,AWGN,1.0,RNND_Zhu,5,0.09064127604166666,0.0018737837149049895,0.27027994791666665,0.005371525294374488,0.13069254557291665,0.0009640877052844136,0.063787841796875,0.0010983172304871655,1.0035628242523142,0.01332476353169603,6.783106828932108,0.12378870568888126,5.779544004679794,0.11462413211077861,0.7285030941754183,0.031293861081696316
matched,MATCHED_AWGN,,AWGN,1.0,SC,5,0.07823486328125,0.001867419234242485,0.188671875,0.0042402134332579534,,0.0,,0.0,,0.0,,0.0,,0.0,1.6884184882807556,0.07294329862547352
matched,MATCHED_AWGN,,AWGN,2.0,CNN_RNND,5,0.07041219075520833,0.002920218459383445,0.250830078125,0.010317874368573387,0.10477803548177085,0.00042090785661873974,0.1048004150390625,0.0003987708058537987,1.9851279162865247,0.011709327154095523,5.128815221459307,0.02096802168533554,3.1436873051727825,0.019548375187124305,0.7789809709872013,0.01743617878035895
matched,MATCHED_AWGN,,AWGN,2.0,ML,5,0.04335734049479167,0.0011324310756773215,0.10374348958333335,0.001961077289571823,,0.0,,0.0,,0.0,,0.0,,0.0,0.5521373698987493,0.04646922275868509
matched,MATCHED_AWGN,,AWGN,2.0,PNND,5,0.05621134440104166,0.00214904574251744,0.19388020833333333,0.012661698663779995,0.10477803548177085,0.00042090785661873974,,0.0,1.9851279162865247,0.011709327154095523,,0.0,,0.0,0.5686971197368014,0.016919809256436567
matched,MATCHED_AWGN,,AWGN,2.0,Proposed_CA_CNN_RNND,5,0.06520182291666668,0.0018261965128369322,0.23377278645833335,0.008360920383929573,0.10477803548177085,0.00042090785661873974,0.10477498372395833,0.00040582833353438084,1.9851279162865247,0.011709327154095523,5.154271633562199,0.014163981433399721,3.1691437172756745,0.011766383619013445,0.7741835929664376,0.0352026862038745
matched,MATCHED_AWGN,,AWGN,2.0,RNND_Zhu,5,0.05265096028645834,0.001270108214120864,0.16559244791666666,0.003111343212401082,0.10477803548177085,0.00042090785661873974,0.04138387044270833,0.0005299314930625837,1.9851279162865247,0.011709327154095523,8.433303055525554,0.10373838749089609,6.448175139239031,0.09977948170541479,0.7568830900102814,0.04755395843069966
matched,MATCHED_AWGN,,AWGN,2.0,SC,5,0.043865966796875,0.0013443022992662337,0.10519205729166665,0.0021443337444311157,,0.0,,0.0,,0.0,,0.0,,0.0,1.6848067370271262,0.06941562733985267
matched,MATCHED_AWGN,,AWGN,3.0,CNN_RNND,5,0.0374267578125,0.0008051218590931351,0.14638671875,0.0067779015059026065,0.07907511393229168,0.0006312029866955247,0.07921549479166667,0.0006117338845578648,2.9929487692319094,0.008459881741180252,6.277113985306928,0.02860008799875994,3.2841652160750194,0.02151416431688271,0.7646957840279356,0.028670062432015937
matched,MATCHED_AWGN,,AWGN,3.0,ML,5,0.019258626302083335,0.0009272747128006013,0.047347005208333334,0.001842682265260281,,0.0,,0.0,,0.0,,0.0,,0.0,0.5448099936226452,0.06228010886621529
matched,MATCHED_AWGN,,AWGN,3.0,PNND,5,0.028267415364583336,0.0023009750221286932,0.10694986979166665,0.008738885511411271,0.07907511393229168,0.0006312029866955247,,0.0,2.9929487692319094,0.008459881741180252,,0.0,,0.0,0.5515592761184963,0.02384179651163014
matched,MATCHED_AWGN,,AWGN,3.0,Proposed_CA_CNN_RNND,5,0.03602294921875,0.0018212145851777537,0.13953450520833333,0.007704862208282988,0.07907511393229168,0.0006312029866955247,0.079150390625,0.0005545029855664892,2.9929487692319094,0.008459881741180252,6.312955610543023,0.02573335696815988,3.320006841311114,0.017734459310472194,0.7688313644393929,0.03189897704721449
matched,MATCHED_AWGN,,AWGN,3.0,RNND_Zhu,5,0.025921630859375,0.0012724484241124368,0.08816731770833333,0.0029948580084929927,0.07907511393229168,0.0006312029866955247,0.024765014648437497,0.0005633136756982798,2.9929487692319094,0.008459881741180252,10.304941938463909,0.14851323585715703,7.311993169231998,0.14233827980193084,0.7280879060544976,0.033042903147832675
matched,MATCHED_AWGN,,AWGN,3.0,SC,5,0.019303385416666666,0.0009618982699970215,0.04747721354166667,0.001723070974639549,,0.0,,0.0,,0.0,,0.0,,0.0,1.6997974133422153,0.06453596735290058
matched,MATCHED_AWGN,,AWGN,4.0,CNN_RNND,5,0.016705322265625,0.0007891874287897637,0.06987304687500001,0.005589996973202571,0.056587727864583326,0.00041901670774830904,0.056756591796875,0.00039534695026627233,3.9909628429982646,0.013834149423890165,7.579211403514874,0.0409583499849313,3.588248560516609,0.047160479222593844,0.7455422822507292,0.02135403137266686
matched,MATCHED_AWGN,,AWGN,4.0,ML,5,0.00684814453125,0.0006580531537120517,0.016666666666666666,0.00178053498371134,,0.0,,0.0,,0.0,,0.0,,0.0,0.5810262033871065,0.06543161870620508
matched,MATCHED_AWGN,,AWGN,4.0,PNND,5,0.012192789713541667,0.0012723508318618962,0.04913736979166666,0.004949629637694845,0.056587727864583326,0.00041901670774830904,,0.0,3.9909628429982646,0.013834149423890165,,0.0,,0.0,0.5477636875639291,0.02605708468660269
matched,MATCHED_AWGN,,AWGN,4.0,Proposed_CA_CNN_RNND,5,0.017421468098958334,0.0012325265285460327,0.07275390625,0.005123399582821075,0.056587727864583326,0.00041901670774830904,0.05666605631510417,0.0003864890592755707,3.9909628429982646,0.013834149423890165,7.728871054340729,0.03020421722883099,3.7379082113424635,0.022696198244660057,0.7420144186198739,0.02072960435621247
matched,MATCHED_AWGN,,AWGN,4.0,RNND_Zhu,5,0.010628255208333333,0.00080235375968998,0.03776041666666667,0.001994230266087703,0.056587727864583326,0.00041901670774830904,0.013099161783854165,0.0002041043266664882,3.9909628429982646,0.013834149423890165,12.351285265905853,0.1495004243121703,8.360322422907586,0.1506723737067928,0.708161360307713,0.02997746106028463
matched,MATCHED_AWGN,,AWGN,4.0,SC,5,0.006953938802083333,0.0006540783949134309,0.016975911458333333,0.0018166206260703218,,0.0,,0.0,,0.0,,0.0,,0.0,1.71116625817073,0.08542740659401062
matched,MATCHED_AWGN,,AWGN,5.0,CNN_RNND,5,0.0063720703125,0.0007477187235654049,0.02877604166666667,0.002573210788240066,0.037785847981770836,0.0007933918200700061,0.03789469401041667,0.0008420308046946774,5.000182204543591,0.026004799353416628,9.033234006750202,0.055314635692183235,4.033051802206614,0.059265079985659816,0.7671184391710995,0.038059870728856846
matched,MATCHED_AWGN,,AWGN,5.0,ML,5,0.0018607923719618055,0.0001635466939592603,0.004477403428819445,0.0003528589120732099,,0.0,,0.0,,0.0,,0.0,,0.0,0.5372790843062426,0.027475277244625798
matched,MATCHED_AWGN,,AWGN,5.0,PNND,5,0.004099222819010416,0.0008773827004516934,0.018435872395833334,0.003878924266153997,0.037835693359375,0.0006349657275172636,,0.0,4.999715807403946,0.024628434342354438,,0.0,,0.0,0.5798174061055761,0.00946403525674105
matched,MATCHED_AWGN,,AWGN,5.0,Proposed_CA_CNN_RNND,5,0.007320149739583334,0.0008920441153937841,0.03284505208333334,0.004128231157402146,0.037785847981770836,0.0007933918200700061,0.037882486979166664,0.0008661519144815432,5.000182204543591,0.026004799353416628,9.428650396190701,0.09283573476128414,4.428468191647109,0.06931748389120941,0.7613968894778129,0.03666107451136838
matched,MATCHED_AWGN,,AWGN,5.0,RNND_Zhu,5,0.0033799235026041666,0.00020531070982631442,0.013507486979166667,0.0005228765464681013,0.03769866943359375,0.000340285365053608,0.0064816284179687505,0.00012598623194290544,5.00279356452852,0.013337623598656085,14.424616178024738,0.2276559854966809,9.421822613496214,0.2269157358518418,0.6992301251784738,0.012188788812662731
matched,MATCHED_AWGN,,AWGN,5.0,SC,5,0.0018937755766369046,0.00021093089443623026,0.004539543030753969,0.0004323026666838943,,0.0,,0.0,,0.0,,0.0,,0.0,1.717380084972406,0.07580684673573171
matched,MATCHED_AWGN,,AWGN,6.0,CNN_RNND,5,0.0018430413140190969,0.0001955296198526731,0.009112955729166667,0.0010953162515525995,0.022963231404622395,0.00018825230182175352,0.023015068901909724,0.00016819128256890633,6.002133946600872,0.004008965202488177,10.681167023031326,0.141223778677982,4.679033076430455,0.14368461295134,0.7382211666929884,0.013042917402121372
matched,MATCHED_AWGN,,AWGN,6.0,ML,5,0.00035999999999999997,2.3717082451262848e-05,0.000872,8.438009243891595e-05,,0.0,,0.0,,0.0,,0.0,,0.0,0.5451383178588003,0.017589655263909047
matched,MATCHED_AWGN,,AWGN,6.0,PNND,5,0.001119217594742497,0.0002477869855609343,0.005428674515588578,0.0012492767170865396,0.02294705406491295,8.857805703251626e-05,,0.0,6.003467704982848,0.005455261543122073,,0.0,,0.0,0.5512738783068811,0.030777374443426278
matched,MATCHED_AWGN,,AWGN,6.0,Proposed_CA_CNN_RNND,5,0.002743094308035714,0.00033528474699344137,0.013165690104166666,0.001449595932509817,0.022914603097098217,0.00031989339759874263,0.022925516764322917,0.0003119934361789957,6.0008047458232046,0.0043902977453736825,11.51414630803869,0.03255338900967186,5.513341562215487,0.031921985234474495,0.7423532069121089,0.01840792920251675
matched,MATCHED_AWGN,,AWGN,6.0,RNND_Zhu,5,0.0008790508069490132,6.736002441192886e-05,0.0037875205592105264,0.00035238367899675124,0.022956196221035702,0.00010008979126355243,0.002582329906546295,5.9339110313933026e-05,6.002561119650356,0.005737473857629035,16.48167881234138,0.3324714403203218,10.479117692691023,0.3304845657529977,0.6961756728150312,0.011630269943397869
matched,MATCHED_AWGN,,AWGN,6.0,SC,5,0.00035999999999999997,2.6809513236909044e-05,0.000874,8.203657720797475e-05,,0.0,,0.0,,0.0,,0.0,,0.0,1.7353382497094572,0.07074764562685622
matched,MATCHED_AWGN,,AWGN,7.0,CNN_RNND,5,0.00043975000000000004,7.773351915358007e-05,0.00228,0.00036242240548840245,0.012619625,6.739952012069565e-05,0.012657499999999999,7.109907260295283e-05,7.001255818161144,0.004618327645376247,12.492982773804979,0.20872546422406732,5.491726955643837,0.21233628222104714,0.743113290052861,0.01915087559300264
matched,MATCHED_AWGN,,AWGN,7.0,ML,5,4.075e-05,1.6877314656070142e-05,0.00010800000000000002,4.7644516998286385e-05,,0.0,,0.0,,0.0,,0.0,,0.0,0.5467095298226923,0.024042675952154948
matched,MATCHED_AWGN,,AWGN,7.0,PNND,5,0.00022950000000000002,4.748025905573812e-05,0.001196,0.00026235472170326954,0.012619625,6.739952012069565e-05,,0.0,7.001255818161144,0.004618327645376247,,0.0,,0.0,0.5619080041069537,0.02587670923063096
matched,MATCHED_AWGN,,AWGN,7.0,Proposed_CA_CNN_RNND,5,0.000785734934056607,0.00011354787331121046,0.0041468708422264435,0.0006485542668293423,0.012617195538904794,8.649869537809962e-05,0.012675686272494194,0.0001291409705573548,7.000525575162671,0.004088712436097643,13.973419820218925,0.12833134135966554,6.972894245056255,0.12851317646989893,0.7431029987648001,0.016996539504323026
matched,MATCHED_AWGN,,AWGN,7.0,RNND_Zhu,5,0.00017125000000000002,7.551903733496606e-06,0.000806,6.94982014155762e-05,0.012619625,6.739952012069565e-05,0.000849625,6.591098400494412e-05,7.001255818161144,0.004618327645376247,18.268956094266702,0.4974511391252695,11.26770027610556,0.4995718409788188,0.7173721678555012,0.014713620228401074
matched,MATCHED_AWGN,,AWGN,7.0,SC,5,4.075e-05,1.6877314656070142e-05,0.00010800000000000002,4.7644516998286385e-05,,0.0,,0.0,,0.0,,0.0,,0.0,1.7845590421929955,0.08173037970116423
matched,MATCHED_Impulsive,,Impulsive,0.0,CNN_RNND,5,0.2225972493489583,0.0029865278725122765,0.63154296875,0.0077496437209624595,0.1845550537109375,0.0008046670646706301,0.184649658203125,0.0008788099942657343,-4.7786413306843425,0.06208318130504149,2.529186995297851,0.02414165570247055,7.307828325982195,0.06443467573774288,1.6018615061360229,0.08156369414678329
matched,MATCHED_Impulsive,,Impulsive,0.0,ML,5,0.19279581705729168,0.002742402464074892,0.4444010416666667,0.004957317322997752,,0.0,,0.0,,0.0,,0.0,,0.0,91.82956954797798,3.847694551904464
matched,MATCHED_Impulsive,,Impulsive,0.0,PNND,5,0.2477640787760417,0.007792126395735133,0.710009765625,0.024821203678824715,0.1845550537109375,0.0008046670646706301,,0.0,-4.7786413306843425,0.06208318130504149,,0.0,,0.0,1.4089074416763954,0.061728434669846226
matched,MATCHED_Impulsive,,Impulsive,0.0,Proposed_CA_CNN_RNND,5,0.21053263346354165,0.0018388005066343439,0.6138834635416666,0.007704432419738589,0.1845550537109375,0.0008046670646706301,0.18492838541666665,0.001026005283185053,-4.7786413306843425,0.06208318130504149,2.732812436959736,0.024356690485511832,7.511453767644079,0.06020077943009091,1.56308759831821,0.04661417083623983
matched,MATCHED_Impulsive,,Impulsive,0.0,RNND_Zhu,5,0.218719482421875,0.002254023812039834,0.5796875,0.003233468256753793,0.1845550537109375,0.0008046670646706301,0.15052693684895832,0.0012790631832259084,-4.7786413306843425,0.06208318130504149,3.415008085551966,0.0492460798435261,8.193649416236308,0.07677888022185696,1.571878758947302,0.059468103389535516
matched,MATCHED_Impulsive,,Impulsive,0.0,SC,5,0.19269205729166666,0.0024521126700001988,0.446533203125,0.004592036451714173,,0.0,,0.0,,0.0,,0.0,,0.0,2.467219043940834,0.11613862756854393
matched,MATCHED_Impulsive,,Impulsive,1.0,CNN_RNND,5,0.1729349772135417,0.002330723075219404,0.5214518229166666,0.005819851418252084,0.15847066243489583,0.000861882239382716,0.15869954427083333,0.0009017874051713219,-3.778309780284367,0.033587250735098224,3.2113139712831194,0.02578724469062675,6.9896237515674855,0.03940908685132175,1.5641937864074862,0.07650373330637907
matched,MATCHED_Impulsive,,Impulsive,1.0,ML,5,0.14485880533854167,0.0018466763450699448,0.3398600260416667,0.004701565021550698,,0.0,,0.0,,0.0,,0.0,,0.0,93.00699822650435,3.524312039802969
matched,MATCHED_Impulsive,,Impulsive,1.0,PNND,5,0.20680338541666665,0.009435593963612939,0.6282226562500001,0.03146877006219491,0.15847066243489583,0.000861882239382716,,0.0,-3.778309780284367,0.033587250735098224,,0.0,,0.0,1.4326140463557142,0.0636564565730901
matched,MATCHED_Impulsive,,Impulsive,1.0,Proposed_CA_CNN_RNND,5,0.16470947265624997,0.003619401348119635,0.5055501302083333,0.013399764706710992,0.15847066243489583,0.000861882239382716,0.1587432861328125,0.0010334405335841114,-3.778309780284367,0.033587250735098224,3.307349459025808,0.024283504535327457,7.085659239310175,0.041776444932157486,1.570549414964262,0.05679046121738808
matched,MATCHED_Impulsive,,Impulsive,1.0,RNND_Zhu,5,0.17000935872395834,0.0027087929836884864,0.4731770833333333,0.007129157074996705,0.15847066243489583,0.000861882239382716,0.12060445149739585,0.001294987936238332,-3.778309780284367,0.033587250735098224,4.305013028762792,0.05511029456898149,8.08332280904716,0.06423958389021554,1.5631551434580615,0.10366664979371357
matched,MATCHED_Impulsive,,Impulsive,1.0,SC,5,0.14579264322916669,0.002308435087136012,0.34275716145833335,0.005697312085274609,,0.0,,0.0,,0.0,,0.0,,0.0,2.4630882800617355,0.09230467075945328
matched,MATCHED_Impulsive,,Impulsive,2.0,CNN_RNND,5,0.128009033203125,0.0019433705144804609,0.41298828125,0.009269738007608178,0.13310750325520834,0.00045522764402846093,0.13316752115885416,0.0005415305805735729,-2.7583494101131776,0.03294757403550947,3.9542390908361114,0.01733122288326434,6.712588500949289,0.025553091202873378,1.549951446122577,0.03570543727656563
matched,MATCHED_Impulsive,,Impulsive,2.0,ML,5,0.10345865885416668,0.0015103649262083556,0.2465494791666667,0.0028913461513046155,,0.0,,0.0,,0.0,,0.0,,0.0,96.13561788720897,2.867601030548074
matched,MATCHED_Impulsive,,Impulsive,2.0,PNND,5,0.168121337890625,0.012202709280599524,0.536767578125,0.04003254493659136,0.13310750325520834,0.00045522764402846093,,0.0,-2.7583494101131776,0.03294757403550947,,0.0,,0.0,1.417750843302201,0.050278970465987984
matched,MATCHED_Impulsive,,Impulsive,2.0,Proposed_CA_CNN_RNND,5,0.12440592447916665,0.0034695144532657495,0.404833984375,0.013972130973388201,0.13310750325520834,0.00045522764402846093,0.13312276204427084,0.00047950001106172955,-2.7583494101131776,0.03294757403550947,3.9793684862228402,0.015706936656316346,6.737717896336018,0.02581053733912823,1.5445464991141005,0.04369420544365837
matched,MATCHED_Impulsive,,Impulsive,2.0,RNND_Zhu,5,0.12815348307291669,0.002524539379532215,0.37172851562500003,0.00904353470263735,0.13310750325520834,0.00045522764402846093,0.09426371256510417,0.0013499118369703915,-2.7583494101131776,0.03294757403550947,5.266162979991469,0.06621704302513429,8.024512390104647,0.0424881764739499,1.5862065292064167,0.07354487198353474
matched,MATCHED_Impulsive,,Impulsive,2.0,SC,5,0.10404866536458335,0.001335153246651065,0.248583984375,0.003060480156697177,,0.0,,0.0,,0.0,,0.0,,0.0,2.470227409882379,0.09385731729079022
matched,MATCHED_Impulsive,,Impulsive,3.0,CNN_RNND,5,0.08972371419270833,0.0016698969144486305,0.30615234375,0.00928287452783047,0.109149169921875,0.0008391763687022779,0.10926717122395832,0.0008224929234653764,-1.761060080919627,0.031246539184592175,4.745915385894974,0.023648874373817415,6.506975466814602,0.04848863994573329,1.5599182934996256,0.040790577372256026
matched,MATCHED_Impulsive,,Impulsive,3.0,ML,5,0.06817830403645833,0.0008093521525702517,0.16396484375,0.0018782791850181077,,0.0,,0.0,,0.0,,0.0,,0.0,98.53262613622368,3.4145202111428374
matched,MATCHED_Impulsive,,Impulsive,3.0,PNND,5,0.13052775065104166,0.012020081638719933,0.4419270833333333,0.04046186803481947,0.109149169921875,0.0008391763687022779,,0.0,-1.761060080919627,0.031246539184592175,,0.0,,0.0,1.3978446437098078,0.06106703104502556
matched,MATCHED_Impulsive,,Impulsive,3.0,Proposed_CA_CNN_RNND,5,0.08773600260416665,0.0025271040363674504,0.30301106770833336,0.012298458615135491,0.109149169921875,0.0008391763687022779,0.109149169921875,0.0008304373892429784,-1.761060080919627,0.031246539184592175,4.749447012620978,0.023878940722831064,6.510507093540605,0.05011709566826585,1.5721457183796397,0.04545463074130296
matched,MATCHED_Impulsive,,Impulsive,3.0,RNND_Zhu,5,0.089898681640625,0.00043721748873315556,0.2760579427083333,0.003471035224626643,0.109149169921875,0.0008391763687022779,0.072021484375,0.00039777048331740637,-1.761060080919627,0.031246539184592175,6.293814668966368,0.04252922188508628,8.054874749885995,0.052523648166260914,1.5357871082718098,0.03179499772614957
matched,MATCHED_Impulsive,,Impulsive,3.0,SC,5,0.06805013020833334,0.0004702854616230031,0.16464843750000002,0.0013585864589876488,,0.0,,0.0,,0.0,,0.0,,0.0,2.4739702951137588,0.1080451094748758
matched,MATCHED_Impulsive,,Impulsive,4.0,CNN_RNND,5,0.06055094401041668,0.00197135313614382,0.2189453125,0.007836115430977742,0.0874114990234375,0.0007730400319669585,0.08747049967447916,0.0007898345811527382,-0.8243177384591766,0.04151980607631494,5.565133655579343,0.034470680532850406,6.38945139403852,0.04747150134705548,1.5653429992804981,0.019577304111783746
matched,MATCHED_Impulsive,,Impulsive,4.0,ML,5,0.044051106770833334,0.00141188651624845,0.1064453125,0.003149739987038348,,0.0,,0.0,,0.0,,0.0,,0.0,101.0996093441463,3.5518648376983313
matched,MATCHED_Impulsive,,Impulsive,4.0,PNND,5,0.1026611328125,0.012605598732219989,0.3607421875,0.04076532760296543,0.0874114990234375,0.0007730400319669585,,0.0,-0.8243177384591766,0.04151980607631494,,0.0,,0.0,1.3800064778024534,0.06559089235161777
matched,MATCHED_Impulsive,,Impulsive,4.0,Proposed_CA_CNN_RNND,5,0.06048177083333332,0.002466586909717664,0.219970703125,0.011484561148797846,0.0874114990234375,0.0007730400319669585,0.0874969482421875,0.0007736689251304593,-0.8243177384591766,0.04151980607631494,5.598197965401846,0.03535009547212875,6.422515703861023,0.04870768944471811,1.5704793099757808,0.02983166330657673
matched,MATCHED_Impulsive,,Impulsive,4.0,RNND_Zhu,5,0.06359456380208332,0.0012295424121431808,0.202197265625,0.00701231113057854,0.0874114990234375,0.0007730400319669585,0.0557647705078125,0.0009076264988051041,-0.8243177384591766,0.04151980607631494,7.270886690595999,0.06997571481754726,8.095204429055176,0.03080363805162219,1.5551573407416677,0.032840350371179786
matched,MATCHED_Impulsive,,Impulsive,4.0,SC,5,0.044012451171875,0.0016677762599695376,0.10680338541666667,0.00334728974994872,,0.0,,0.0,,0.0,,0.0,,0.0,2.4827133302096627,0.12217914138039311
matched,MATCHED_Impulsive,,Impulsive,5.0,CNN_RNND,5,0.04176025390625,0.0005054322726310876,0.15716145833333334,0.003367410359846665,0.0687744140625,0.0003916191325443688,0.06880900065104166,0.00033361775835229066,0.23897835682191965,0.02014876355953283,6.410024069233853,0.0189408853767112,6.171045712411932,0.034398050995604,1.5638108076624728,0.03235438396155794
matched,MATCHED_Impulsive,,Impulsive,5.0,ML,5,0.02743937174479167,0.0008702297268734689,0.06668294270833333,0.0011731176498888285,,0.0,,0.0,,0.0,,0.0,,0.0,102.24863667076534,3.745540844884845
matched,MATCHED_Impulsive,,Impulsive,5.0,PNND,5,0.08058878580729166,0.011875964311714131,0.29007161458333336,0.03867438037433215,0.0687744140625,0.0003916191325443688,,0.0,0.23897835682191965,0.02014876355953283,,0.0,,0.0,1.373334242771307,0.057514717804327896
matched,MATCHED_Impulsive,,Impulsive,5.0,Proposed_CA_CNN_RNND,5,0.04098917643229167,0.0018104895983098144,0.15587565104166667,0.009758433767182495,0.0687744140625,0.0003916191325443688,0.06882832845052084,0.000319796133061969,0.23897835682191965,0.02014876355953283,6.514074151517875,0.01228265950032231,6.275095794695956,0.027632122622238915,1.562099348954386,0.023868420362087747
matched,MATCHED_Impulsive,,Impulsive,5.0,RNND_Zhu,5,0.043963623046875,0.0012247315798241164,0.14495442708333334,0.004999885027941115,0.0687744140625,0.0003916191325443688,0.0434600830078125,0.0008536940586238034,0.23897835682191965,0.02014876355953283,8.270845666820726,0.05960045949423624,8.031867309998805,0.06115038534726571,1.546937174149813,0.023989964553057987
matched,MATCHED_Impulsive,,Impulsive,5.0,SC,5,0.027473958333333336,0.0010455308211337509,0.06700846354166666,0.0012810599333426035,,0.0,,0.0,,0.0,,0.0,,0.0,2.5045613294120512,0.11963318261892122
matched,MATCHED_Impulsive,,Impulsive,6.0,CNN_RNND,5,0.029396565755208333,0.001443484671268528,0.11442057291666667,0.0046802464630568376,0.053975423177083336,0.00023715297906239173,0.05417683919270834,0.00022046471456067842,1.2278990554162639,0.025542822799908205,7.214050703924751,0.011389490763527304,5.986151648508487,0.024109717884909402,1.5597920272133101,0.035582016658037736
matched,MATCHED_Impulsive,,Impulsive,6.0,ML,5,0.01798095703125,0.0005860293281088932,0.04381510416666667,0.001332996882268476,,0.0,,0.0,,0.0,,0.0,,0.0,102.2692220715271,3.9273763483889788
matched,MATCHED_Impulsive,,Impulsive,6.0,PNND,5,0.06446736653645833,0.013048963360579794,0.23689778645833334,0.040159710488839984,0.053975423177083336,0.00023715297906239173,,0.0,1.2278990554162639,0.025542822799908205,,0.0,,0.0,1.363301691981178,0.06281509729940349
matched,MATCHED_Impulsive,,Impulsive,6.0,Proposed_CA_CNN_RNND,5,0.028464762369791667,0.0024336309598524198,0.11134440104166665,0.010420385332733737,0.053975423177083336,0.00023715297906239173,0.0540771484375,0.000194844373671244,1.2278990554162639,0.025542822799908205,7.412854794806305,0.02953944741574896,6.184955739390039,0.0369516930621451,1.587746908171539,0.043959330586592155
matched,MATCHED_Impulsive,,Impulsive,6.0,RNND_Zhu,5,0.03133951822916667,0.0005585819174959012,0.106201171875,0.003713738349317914,0.053975423177083336,0.00023715297906239173,0.0356109619140625,0.0002627831461501778,1.2278990554162639,0.025542822799908205,9.129531816837762,0.039626744502139134,7.9016327614214985,0.04429194228126213,1.5244286923158747,0.03515945444154132
matched,MATCHED_Impulsive,,Impulsive,6.0,SC,5,0.01807861328125,0.0006181598922323664,0.04407552083333333,0.0013514996209582522,,0.0,,0.0,,0.0,,0.0,,0.0,2.517090024412027,0.11830048295345727
